image_path,class_name,class_index,instance_name,split,width,height
apple/apple_2/apple_2_1_1_crop.png,apple,0,apple_2,train_sub,83,81
apple/apple_2/apple_2_1_6_crop.png,apple,0,apple_2,train_sub,85,82
apple/apple_2/apple_2_1_11_crop.png,apple,0,apple_2,train_sub,88,82
apple/apple_2/apple_2_1_16_crop.png,apple,0,apple_2,train_sub,89,82
apple/apple_2/apple_2_1_21_crop.png,apple,0,apple_2,train_sub,85,81
apple/apple_2/apple_2_1_26_crop.png,apple,0,apple_2,train_sub,80,82
apple/apple_2/apple_2_1_31_crop.png,apple,0,apple_2,train_sub,82,82
apple/apple_2/apple_2_1_36_crop.png,apple,0,apple_2,train_sub,84,81
apple/apple_2/apple_2_1_41_crop.png,apple,0,apple_2,train_sub,80,81
apple/apple_2/apple_2_1_46_crop.png,apple,0,apple_2,train_sub,80,81
apple/apple_2/apple_2_1_51_crop.png,apple,0,apple_2,train_sub,80,81
apple/apple_2/apple_2_1_56_crop.png,apple,0,apple_2,train_sub,78,82
apple/apple_2/apple_2_1_61_crop.png,apple,0,apple_2,train_sub,83,80
apple/apple_2/apple_2_1_66_crop.png,apple,0,apple_2,train_sub,80,80
apple/apple_2/apple_2_1_71_crop.png,apple,0,apple_2,train_sub,81,79
apple/apple_2/apple_2_1_76_crop.png,apple,0,apple_2,train_sub,82,80
apple/apple_2/apple_2_1_81_crop.png,apple,0,apple_2,train_sub,85,76
apple/apple_2/apple_2_1_86_crop.png,apple,0,apple_2,train_sub,85,77
apple/apple_2/apple_2_1_91_crop.png,apple,0,apple_2,train_sub,84,78
apple/apple_2/apple_2_1_96_crop.png,apple,0,apple_2,train_sub,84,79
apple/apple_2/apple_2_1_101_crop.png,apple,0,apple_2,train_sub,85,80
apple/apple_2/apple_2_1_106_crop.png,apple,0,apple_2,train_sub,85,79
apple/apple_2/apple_2_1_111_crop.png,apple,0,apple_2,train_sub,86,80
apple/apple_2/apple_2_1_116_crop.png,apple,0,apple_2,train_sub,83,80
apple/apple_2/apple_2_1_121_crop.png,apple,0,apple_2,train_sub,85,82
